Item,Answer resnet50,Answer densenet121,Answer efficientnet_b0,Answer vgg16,Answer mobilenet_v3_large,Answer alexnet,Answer clip_vit_g_14_laion2b,True Label
n02883205\sketch_16.jpg,chainlink fence,bow tie,web site,envelope,web site,hook,n13040303,n02883205
n02883205\sketch_17.jpg,pick,sunglass,bow tie,sunglass,pick,whistle,n03100240,n02883205
n02883205\sketch_18.jpg,hair slide,bow tie,bow tie,dragonfly,nematode,corkscrew,n03100240,n02883205
n02883205\sketch_19.jpg,chainlink fence,letter opener,hook,hook,sunglass,hook,n13040303,n02883205
n02883205\sketch_2.jpg,bow tie,plastic bag,bow tie,bow tie,plastic bag,bow tie,n03100240,n02883205
n02883205\sketch_20.jpg,hair slide,bow tie,brassiere,sunglasses,bow tie,envelope,n02701002,n02883205
n02883205\sketch_21.jpg,bow tie,bow tie,bow tie,quill,bow tie,thimble,n15075141,n02883205
n02883205\sketch_22.jpg,whistle,web site,envelope,nematode,oscilloscope,harvestman,n03223299,n02883205
n02883205\sketch_23.jpg,envelope,web site,bow tie,envelope,bow tie,hook,n13040303,n02883205
n02883205\sketch_3.jpg,hair slide,bow tie,bow tie,quill,sandal,milk can,n04332243,n02883205
n02883205\sketch_4.jpg,whistle,hair slide,bow tie,barn spider,hook,cassette,n13040303,n02883205
n02883205\sketch_5.jpg,soccer ball,soccer ball,sunglass,sunglass,loupe,stethoscope,n03032252,n02883205
n02883205\sketch_6.jpg,bow tie,bow tie,bow tie,velvet,bow tie,bow tie,n04125021,n02883205
n02883205\sketch_7.jpg,bow tie,bow tie,bow tie,bow tie,bow tie,bow tie,n15075141,n02883205
n02883205\sketch_8.jpg,bow tie,buckle,sunglasses,jigsaw puzzle,pick,jigsaw puzzle,n03100240,n02883205
n02883205\sketch_9.jpg,pick,bow tie,hair slide,sunglasses,pick,folding chair,n13040303,n02883205
n02883205\sticker_0.jpg,goblet,mask,oxygen mask,lampshade,wall clock,oxygen mask,n03444034,n02883205
n02883205\sticker_1.jpg,football helmet,football helmet,football helmet,football helmet,laptop,stethoscope,n02119789,n02883205
n02883205\sticker_2.jpg,coffee mug,wallet,wallet,wallet,coffee mug,freight car,n02133161,n02883205
n02883205\sticker_3.jpg,mixing bowl,mixing bowl,mixing bowl,mixing bowl,mixing bowl,mixing bowl,n02130308,n02883205
n02883205\sticker_4.jpg,bath towel,rubber eraser,carton,street sign,lighter,carton,n02119789,n02883205
n02883205\toy_0.jpg,teddy,teddy,teddy,teddy,teddy,teddy,n04141975,n02883205
n02883205\toy_1.jpg,bow tie,hair slide,diaper,bow tie,bow tie,pinwheel,n03733131,n02883205
n02883205\toy_10.jpg,teddy,teddy,teddy,pinwheel,cardigan,pillow,n03223299,n02883205
n02883205\toy_11.jpg,caldron,caldron,tray,chest,pencil box,soap dispenser,n02130308,n02883205
n02883205\toy_12.jpg,teddy,teddy,teddy,teddy,teddy,teddy,n04532106,n02883205
n02883205\toy_13.jpg,piggy bank,sturgeon,sunglass,bell pepper,bell pepper,snorkel,n04200800,n02883205
n02883205\toy_14.jpg,saltshaker,soap dispenser,pill bottle,teddy,soap dispenser,soap dispenser,n02167151,n02883205
n02883205\toy_15.jpg,teddy,teddy,teddy,teddy,teddy,teddy,n02130308,n02883205
n02883205\toy_16.jpg,rubber eraser,teddy,rubber eraser,hair slide,teddy,hair slide,n03733281,n02883205
n02883205\toy_17.jpg,bow tie,bow tie,bow tie,bow tie,bow tie,wig,n04141975,n02883205
n02883205\toy_18.jpg,teddy,teddy,teddy,teddy,teddy,teddy,n04522168,n02883205
n02883205\toy_19.jpg,teddy,teddy,ski mask,ski mask,teddy,scuba diver,n02119789,n02883205
n02883205\toy_2.jpg,teddy,hair slide,saltshaker,soap dispenser,soap dispenser,toilet tissue,n02009912,n02883205
n02883205\toy_20.jpg,Christmas stocking,Christmas stocking,sock,Christmas stocking,rubber eraser,sock,n02119789,n02883205
n02883205\toy_21.jpg,teddy,teddy,teddy,teddy,teddy,teddy,n03223299,n02883205
n02883205\toy_22.jpg,teddy,teddy,teddy,teddy,teddy,teddy,n02119789,n02883205
n02883205\toy_3.jpg,toyshop,toyshop,toyshop,toyshop,toyshop,cello,n02130308,n02883205
n02883205\toy_4.jpg,teddy,pencil box,teddy,teddy,pillow,rubber eraser,n03223299,n02883205
n02883205\toy_5.jpg,cup,cup,mixing bowl,coffee mug,espresso,neck brace,n03272010,n02883205
n02883205\toy_6.jpg,teddy,teddy,piggy bank,teddy,teddy,teddy,n03272010,n02883205
n02883205\toy_7.jpg,teddy,teddy,teddy,teddy,teddy,teddy,n13040303,n02883205
n02883205\toy_8.jpg,pitcher,mask,pitcher,pitcher,pitcher,coffeepot,n03272010,n02883205
n02883205\toy_9.jpg,hamper,Christmas stocking,quilt,hamper,Christmas stocking,guillotine,n04200800,n02883205
n02906734\art_0.jpg,bow,torch,violin,swing,bow,candle,n12985857,n02906734
n02906734\art_1.jpg,comic book,comic book,comic book,comic book,comic book,bubble,n13040303,n02906734
n02906734\art_2.jpg,broom,shovel,shovel,rocking chair,broom,broom,n15075141,n02906734
n02906734\art_3.jpg,crate,refrigerator,shower curtain,fire screen,shower curtain,shoji,n07583066,n02906734
n02906734\art_4.jpg,guillotine,prison,gasmask,wardrobe,wardrobe,wardrobe,n07753113,n02906734
n02906734\art_5.jpg,comic book,book jacket,book jacket,envelope,envelope,comic book,n04019541,n02906734
n02906734\cartoon_0.jpg,comic book,comic book,comic book,comic book,comic book,comic book,n13040303,n02906734
n02906734\cartoon_1.jpg,envelope,mortarboard,comic book,hatchet,comic book,pinwheel,n13040303,n02906734
n02906734\cartoon_10.jpg,comic book,pinwheel,comic book,pinwheel,broom,hook,n03032252,n02906734
n02906734\cartoon_11.jpg,cowboy hat,broom,broom,backpack,comic book,chime,n13040303,n02906734
n02906734\cartoon_12.jpg,comic book,comic book,comic book,jigsaw puzzle,comic book,drum,n02130308,n02906734
n02906734\cartoon_13.jpg,comic book,comic book,comic book,comic book,comic book,pencil box,n10148035,n02906734
n02906734\cartoon_14.jpg,comic book,comic book,web site,web site,comic book,comic book,n13044778,n02906734
n02906734\cartoon_15.jpg,envelope,envelope,envelope,envelope,envelope,spider web,n04081281,n02906734
n02906734\cartoon_16.jpg,wall clock,puck,analog clock,puck,analog clock,spider web,n11879895,n02906734
n02906734\cartoon_17.jpg,teddy,lawn mower,triceratops,sulphur-crested cockatoo,patio,mobile home,n03733131,n02906734
n02906734\cartoon_18.jpg,broom,broom,broom,broom,broom,four-poster,n02112018,n02906734
n02906734\cartoon_19.jpg,comic book,maraca,comic book,balloon,balloon,cowboy hat,n07831146,n02906734
n02906734\cartoon_2.jpg,comic book,comic book,comic book,comic book,comic book,comic book,n10148035,n02906734
n02906734\cartoon_20.jpg,bib,hook,comic book,jigsaw puzzle,pencil box,safety pin,n02119789,n02906734
n02906734\cartoon_21.jpg,rubber eraser,plunger,plunger,candle,hook,apron,n03223299,n02906734
n02906734\cartoon_22.jpg,comic book,comic book,comic book,comic book,comic book,stethoscope,n13040303,n02906734
n02906734\cartoon_23.jpg,doormat,book jacket,book jacket,book jacket,book jacket,book jacket,n09421951,n02906734
n02906734\cartoon_24.jpg,volleyball,swimming trunks,shower curtain,bucket,shower curtain,shower curtain,n02168699,n02906734
n02906734\cartoon_25.jpg,comic book,pinwheel,comic book,pinwheel,pinwheel,pencil box,n02111129,n02906734
n02906734\cartoon_26.jpg,tray,television,tray,tray,tray,wallet,n02119789,n02906734
n02906734\cartoon_27.jpg,envelope,comic book,comic book,comic book,comic book,hair slide,n10148035,n02906734
n02906734\cartoon_28.jpg,wooden spoon,plunger,plunger,swab,plunger,broom,n13040303,n02906734
n02906734\cartoon_29.jpg,pillow,envelope,pillow,nematode,book jacket,carton,n02111129,n02906734
n02906734\cartoon_3.jpg,pot,butternut squash,drum,bucket,pot,torch,n02130308,n02906734
n02906734\cartoon_30.jpg,web site,binoculars,comic book,comic book,comic book,joystick,n12057211,n02906734
n02906734\cartoon_31.jpg,comic book,comic book,comic book,comic book,comic book,comic book,n03291819,n02906734
n02906734\cartoon_32.jpg,web site,binoculars,comic book,comic book,comic book,joystick,n12057211,n02906734
n02906734\cartoon_33.jpg,envelope,web site,envelope,comic book,comic book,envelope,n02111129,n02906734
n02906734\cartoon_34.jpg,comic book,shovel,hook,folding chair,rubber eraser,stethoscope,n03000134,n02906734
n02906734\cartoon_35.jpg,necklace,ladle,envelope,quill,jellyfish,chain,n03032252,n02906734
n02906734\cartoon_36.jpg,slot,slot,bolo tie,maraca,mask,hamper,n02130308,n02906734
n02906734\cartoon_37.jpg,broom,shovel,comic book,sundial,broom,gondola,n03032252,n02906734
n02906734\cartoon_38.jpg,harp,harp,swing,pelican,harp,Welsh springer spaniel,n03733131,n02906734
n02906734\cartoon_39.jpg,envelope,web site,web site,binder,web site,sewing machine,n04019541,n02906734
n02906734\cartoon_4.jpg,comic book,comic book,comic book,comic book,comic book,comic book,n02119789,n02906734
n02906734\cartoon_40.jpg,comic book,comic book,comic book,book jacket,pillow,book jacket,n03032252,n02906734
n02906734\cartoon_41.jpg,hook,hook,corkscrew,corkscrew,hair slide,crash helmet,n02111129,n02906734
n02906734\cartoon_42.jpg,paintbrush,broom,pencil sharpener,table lamp,plunger,gong,n03733131,n02906734
n02906734\cartoon_43.jpg,comic book,comic book,comic book,safety pin,comic book,comic book,n02130308,n02906734
n02906734\cartoon_44.jpg,wall clock,wall clock,comic book,comic book,shield,bib,n02119789,n02906734
n02906734\cartoon_45.jpg,wall clock,wall clock,wall clock,wall clock,wall clock,mask,n02701002,n02906734
n02906734\cartoon_46.jpg,book jacket,book jacket,book jacket,book jacket,book jacket,jigsaw puzzle,n12768682,n02906734
n02906734\cartoon_47.jpg,comic book,comic book,comic book,comic book,comic book,comic book,n03100240,n02906734
n02906734\cartoon_48.jpg,caldron,caldron,drum,gasmask,gasmask,joystick,n02111129,n02906734
n02906734\cartoon_49.jpg,handkerchief,pencil box,pillow,pencil box,pencil box,pillow,n13040303,n02906734
n02906734\cartoon_5.jpg,ocarina,ocarina,comic book,comic book,crash helmet,comic book,n02119789,n02906734
n02906734\cartoon_50.jpg,comic book,sundial,comic book,mountain tent,comic book,disk brake,n04525305,n02906734
n02906734\cartoon_51.jpg,envelope,book jacket,book jacket,book jacket,book jacket,envelope,n04019541,n02906734
n02906734\cartoon_52.jpg,hook,maraca,safety pin,hook,safety pin,safety pin,n12057211,n02906734
n02906734\cartoon_53.jpg,comic book,comic book,comic book,comic book,comic book,comic book,n02701002,n02906734
n02906734\cartoon_54.jpg,swab,swab,swab,swab,swab,envelope,n03032252,n02906734
n02906734\cartoon_55.jpg,jersey,rubber eraser,jersey,hook,hook,hair slide,n10148035,n02906734
n02906734\cartoon_56.jpg,broom,pencil sharpener,broom,mask,swab,teddy,n02130308,n02906734
n02906734\cartoon_57.jpg,comic book,comic book,comic book,comic book,comic book,comic book,n02113023,n02906734
n02906734\cartoon_58.jpg,bib,wall clock,wall clock,parachute,wall clock,football helmet,n02130308,n02906734
n02906734\cartoon_6.jpg,envelope,pencil box,envelope,envelope,envelope,handkerchief,n04081281,n02906734
n02906734\cartoon_7.jpg,lampshade,maraca,plunger,table lamp,plunger,lampshade,n02077923,n02906734
n02906734\cartoon_8.jpg,comic book,comic book,comic book,comic book,comic book,comic book,n03223299,n02906734
n02906734\cartoon_9.jpg,book jacket,comic book,book jacket,comic book,comic book,drum,n03444034,n02906734
n02906734\embroidery_0.jpg,Christmas stocking,Christmas stocking,Christmas stocking,prayer rug,Christmas stocking,Christmas stocking,n07583066,n02906734
n02906734\embroidery_1.jpg,Band Aid,Band Aid,swab,envelope,Band Aid,broom,n07583066,n02906734
n02906734\embroidery_2.jpg,toilet tissue,envelope,envelope,jigsaw puzzle,envelope,book jacket,n04532106,n02906734
n02906734\embroidery_3.jpg,handkerchief,handkerchief,handkerchief,book jacket,book jacket,book jacket,n02011460,n02906734
n02906734\embroidery_4.jpg,bottlecap,rugby ball,toilet seat,bib,bib,bib,n07583066,n02906734
n02906734\embroidery_5.jpg,altar,paintbrush,paintbrush,broom,perfume,ski,n04532106,n02906734
n02906734\embroidery_6.jpg,hair slide,mitten,hair slide,Christmas stocking,necklace,Scotch terrier,n03272010,n02906734
n02906734\embroidery_7.jpg,sock,sock,sock,sock,bow tie,cardigan,n12985857,n02906734
n02906734\embroidery_8.jpg,envelope,comic book,comic book,hook,envelope,corkscrew,n04019541,n02906734
n02906734\graffiti_0.jpg,ashcan,mailbox,ashcan,street sign,mailbox,handkerchief,n13040303,n02906734
n02906734\graffiti_1.jpg,ashcan,ashcan,ashcan,ashcan,ashcan,ashcan,n03000134,n02906734
n02906734\graffiti_10.jpg,broom,combination lock,broom,zebra,broom,hartebeest,n07711569,n02906734
n02906734\graffiti_2.jpg,book jacket,gasmask,crutch,puck,maillot tank suit,ballplayer,n15075141,n02906734
n02906734\graffiti_3.jpg,broom,broom,broom,broom,broom,broom,n02111129,n02906734
n02906734\graffiti_4.jpg,sandal,mailbag,vacuum,bib,sandal,nipple,n03197337,n02906734
n02906734\graffiti_5.jpg,sweatshirt,buckle,buckle,buckle,buckle,buckle,n03272010,n02906734
n02906734\graffiti_6.jpg,broom,broom,broom,broom,broom,broom,n13040303,n02906734
n02906734\graffiti_7.jpg,street sign,street sign,barbershop,doormat,barbershop,barbershop,n03272010,n02906734
n02906734\graffiti_8.jpg,ashcan,bucket,bucket,coffee mug,bucket,rocking chair,n02130308,n02906734
n02906734\graffiti_9.jpg,book jacket,accordion,brass,umbrella,book jacket,ski,n07583066,n02906734
n02906734\graphic_0.jpg,shield,street sign,street sign,book jacket,street sign,book jacket,n12267677,n02906734
n02906734\graphic_1.jpg,mask,bow tie,mask,bow tie,mask,comic book,n03733131,n02906734
n02906734\graphic_2.jpg,broom,broom,broom,broom,broom,broom,n13040303,n02906734
n02906734\graphic_3.jpg,pick,ski mask,bib,jersey,pick,pick,n03623198,n02906734
n02906734\graphic_4.jpg,jersey,jersey,jersey,jersey,jersey,jersey,n12267677,n02906734
n02906734\graphic_5.jpg,comic book,ski mask,bow,hatchet,comic book,mortarboard,n03131574,n02906734
n02906734\graphic_6.jpg,cloak,matchstick,gown,bow,cloak,ski,n15075141,n02906734
n02906734\misc_0.jpg,throne,throne,throne,throne,whippet,sewing machine,n07583066,n02906734
n02906734\misc_1.jpg,letter opener,letter opener,apron,volcano,letter opener,Windsor tie,n03272010,n02906734
n02906734\misc_10.jpg,comic book,sock,comic book,microphone,sock,cabbage butterfly,n02892201,n02906734
n02906734\misc_11.jpg,teddy,teddy,teddy,teddy,teddy,Airedale,n04532106,n02906734
n02906734\misc_12.jpg,Petri dish,wall clock,face powder,puck,bottlecap,analog clock,n02002556,n02906734
n02906734\misc_13.jpg,plunger,plunger,plunger,plunger,microphone,punching bag,n04525305,n02906734
n02906734\misc_2.jpg,hair slide,hair slide,necklace,hair slide,hair slide,ear,n07583066,n02906734
n02906734\misc_3.jpg,throne,throne,wool,cuirass,wool,mask,n12267677,n02906734
n02906734\misc_4.jpg,magnetic compass,binder,envelope,envelope,mortarboard,fountain pen,n07875152,n02906734
n02906734\misc_5.jpg,apron,shower curtain,Band Aid,bib,apron,jean,n03272010,n02906734
n02906734\misc_6.jpg,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,n02011460,n02906734
n02906734\misc_7.jpg,necklace,knot,hair slide,handkerchief,knot,stage,n03930313,n02906734
n02906734\misc_8.jpg,overskirt,overskirt,overskirt,overskirt,overskirt,hoopskirt,n07831146,n02906734
n02906734\misc_9.jpg,pole,flute,maillot,shovel,bathing cap,pole,n04141975,n02906734
n02906734\origami_0.jpg,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,jack-o'-lantern,backpack,n02111129,n02906734
n02906734\origami_1.jpg,toilet seat,bubble,spotlight,spotlight,scorpion,lampshade,n02120079,n02906734
n02906734\origami_2.jpg,broom,broom,broom,broom,broom,broom,n13040303,n02906734
n02906734\origami_3.jpg,projectile,pinwheel,bow tie,pinwheel,mortarboard,pencil sharpener,n02111129,n02906734
n02906734\origami_4.jpg,letter opener,Band Aid,hair slide,handkerchief,hair slide,electric ray,n02037110,n02906734
n02906734\origami_5.jpg,hair slide,hair slide,hair slide,parachute,hair slide,wooden spoon,n12057211,n02906734
n02906734\painting_0.jpg,broom,broom,broom,switch,envelope,switch,n07583066,n02906734
n02906734\painting_1.jpg,doormat,handkerchief,handkerchief,baseball,bustard,ant,n07583066,n02906734
n02906734\painting_10.jpg,comic book,book jacket,book jacket,book jacket,comic book,pillow,n02783161,n02906734
n02906734\painting_11.jpg,broom,broom,broom,broom,broom,broom,n04507155,n02906734
n02906734\painting_12.jpg,tray,comic book,packet,jigsaw puzzle,handkerchief,jigsaw puzzle,n12267677,n02906734
n02906734\painting_13.jpg,sunscreen,sunscreen,sunscreen,Band Aid,sunscreen,ice lolly,n03272010,n02906734
n02906734\painting_14.jpg,pedestal,dining table,shovel,shovel,shovel,four-poster,n02120079,n02906734
n02906734\painting_15.jpg,comic book,comic book,mask,comic book,comic book,crash helmet,n03733281,n02906734
n02906734\painting_16.jpg,book jacket,toilet seat,broom,shield,book jacket,book jacket,n02009229,n02906734
n02906734\painting_2.jpg,sundial,sundial,sundial,wall clock,wall clock,tray,n12985857,n02906734
n02906734\painting_3.jpg,monastery,scale,lampshade,patio,mousetrap,stupa,n02119789,n02906734
n02906734\painting_4.jpg,broom,table lamp,broom,quill,broom,cleaver,n10148035,n02906734
n02906734\painting_5.jpg,rifle,swab,rifle,ballplayer,street sign,unicycle,n03782006,n02906734
n02906734\painting_6.jpg,broom,buckle,purse,pencil sharpener,quill,Windsor tie,n02092002,n02906734
n02906734\painting_7.jpg,book jacket,book jacket,book jacket,matchstick,book jacket,pillow,n02123045,n02906734
n02906734\painting_8.jpg,broom,breastplate,book jacket,fur coat,book jacket,shield,n12985857,n02906734
n02906734\painting_9.jpg,switch,lighter,tray,tray,switch,fire screen,n03733131,n02906734
n02906734\sculpture_0.jpg,broom,broom,broom,hatchet,quill,swing,n04200800,n02906734
n02906734\sculpture_1.jpg,iron,potter's wheel,caldron,sundial,joystick,potter's wheel,n02130308,n02906734
n02906734\sculpture_2.jpg,caldron,wok,bearskin,Airedale,fur coat,caldron,n03272010,n02906734
n02906734\sculpture_3.jpg,bow,bow,pirate,tripod,pole,safety pin,n04200800,n02906734
n02906734\sculpture_4.jpg,broom,Indian elephant,mortar,shovel,triceratops,chain saw,n04525305,n02906734
n02906734\sketch_0.jpg,swab,spatula,spatula,microphone,spatula,syringe,n13040303,n02906734
n02906734\sketch_1.jpg,broom,strainer,analog clock,plate rack,table lamp,plate rack,n03032252,n02906734
n02906734\sketch_10.jpg,safety pin,analog clock,envelope,quill,hook,corkscrew,n13040303,n02906734
n02906734\sketch_11.jpg,plate rack,black widow,folding chair,safety pin,folding chair,folding chair,n13040303,n02906734
n02906734\sketch_12.jpg,chainlink fence,nail,knot,black and gold garden spider,hook,safety pin,n13040303,n02906734
n02906734\sketch_13.jpg,shovel,carpenter's kit,carpenter's kit,carpenter's kit,nail,safety pin,n03000134,n02906734
n02906734\sketch_14.jpg,broom,nail,spatula,syringe,hook,rule,n13040303,n02906734
n02906734\sketch_15.jpg,iron,spatula,buckle,web site,spatula,safety pin,n03000134,n02906734
n02906734\sketch_16.jpg,broom,broom,broom,quill,broom,caldron,n13040303,n02906734
n02906734\sketch_17.jpg,strainer,letter opener,electric fan,letter opener,strainer,safety pin,n13040303,n02906734
n02906734\sketch_18.jpg,broom,nail,hook,walking stick,spatula,safety pin,n13040303,n02906734
n02906734\sketch_19.jpg,broom,safety pin,nail,nail,safety pin,safety pin,n13040303,n02906734
n02906734\sketch_2.jpg,broom,broom,broom,broom,broom,broom,n13040303,n02906734
n02906734\sketch_20.jpg,hook,hook,shovel,hook,hook,safety pin,n03000134,n02906734
n02906734\sketch_21.jpg,hook,modem,spatula,lacewing,strainer,bow,n13040303,n02906734
n02906734\sketch_22.jpg,broom,quill,paintbrush,broom,broom,lacewing,n13040303,n02906734
n02906734\sketch_23.jpg,hook,strainer,corkscrew,hook,hook,hook,n13040303,n02906734
n02906734\sketch_3.jpg,broom,strainer,letter opener,quill,ladle,safety pin,n03000134,n02906734
