Item,Answer resnet50,Answer densenet121,Answer efficientnet_b0,Answer vgg16,Answer mobilenet_v3_large,Answer alexnet,Answer google/vit-base-patch16-224-in21k,True Label
n02980441\sketch_20.jpg,448,497,448,442,448,497,0,n02980441
n02980441\sketch_21.jpg,483,483,483,483,483,483,0,n02980441
n02980441\sketch_22.jpg,626,512,626,626,626,513,0,n02980441
n02980441\sketch_23.jpg,663,497,497,857,497,442,0,n02980441
n02980441\sketch_3.jpg,483,483,483,483,483,497,0,n02980441
n02980441\sketch_4.jpg,663,497,663,497,497,483,0,n02980441
n02980441\sketch_5.jpg,497,497,497,498,497,729,0,n02980441
n02980441\sketch_6.jpg,473,512,868,512,725,894,0,n02980441
n02980441\sketch_7.jpg,559,916,549,916,729,677,0,n02980441
n02980441\sketch_8.jpg,489,489,489,611,489,611,0,n02980441
n02980441\sketch_9.jpg,663,405,921,698,698,698,0,n02980441
n02980441\sticker_0.jpg,916,549,549,723,611,584,0,n02980441
n02980441\sticker_1.jpg,464,464,787,787,787,746,0,n02980441
n02980441\toy_0.jpg,720,412,412,918,412,742,0,n02980441
n02980441\toy_1.jpg,689,865,865,865,865,431,1,n02980441
n02980441\toy_10.jpg,529,653,478,999,478,790,0,n02980441
n02980441\toy_2.jpg,509,865,865,648,865,648,1,n02980441
n02980441\toy_3.jpg,448,448,448,855,448,855,0,n02980441
n02980441\toy_4.jpg,497,483,471,847,543,737,1,n02980441
n02980441\toy_5.jpg,443,549,443,443,721,767,0,n02980441
n02980441\toy_6.jpg,921,921,921,921,921,417,1,n02980441
n02980441\toy_7.jpg,729,470,406,657,532,628,0,n02980441
n02980441\toy_8.jpg,483,483,483,483,483,483,0,n02980441
n02980441\toy_9.jpg,680,719,680,710,709,710,1,n02980441
n02980441\videogame_0.jpg,921,918,741,698,546,887,0,n02980441
n02980441\videogame_1.jpg,970,972,972,483,972,970,0,n02980441
n02980441\videogame_10.jpg,698,483,483,825,646,825,0,n02980441
n02980441\videogame_11.jpg,663,698,483,698,663,497,0,n02980441
n02980441\videogame_12.jpg,442,497,442,663,442,588,1,n02980441
n02980441\videogame_13.jpg,497,497,483,663,417,437,0,n02980441
n02980441\videogame_14.jpg,483,483,483,833,483,483,0,n02980441
n02980441\videogame_15.jpg,442,858,557,698,557,698,0,n02980441
n02980441\videogame_16.jpg,698,698,698,698,698,663,0,n02980441
n02980441\videogame_17.jpg,483,483,483,483,483,483,0,n02980441
n02980441\videogame_18.jpg,917,917,917,917,916,916,0,n02980441
n02980441\videogame_19.jpg,663,483,483,483,970,663,0,n02980441
n02980441\videogame_2.jpg,483,483,483,483,698,483,0,n02980441
n02980441\videogame_20.jpg,483,483,970,611,611,483,1,n02980441
n02980441\videogame_21.jpg,917,917,917,692,917,917,1,n02980441
n02980441\videogame_22.jpg,916,741,917,611,741,916,0,n02980441
n02980441\videogame_23.jpg,497,483,483,483,442,497,0,n02980441
n02980441\videogame_24.jpg,483,497,497,663,698,497,0,n02980441
n02980441\videogame_25.jpg,496,516,588,406,588,723,0,n02980441
n02980441\videogame_26.jpg,442,497,497,483,442,483,0,n02980441
n02980441\videogame_27.jpg,483,483,483,483,663,483,0,n02980441
n02980441\videogame_28.jpg,483,483,483,483,483,540,0,n02980441
n02980441\videogame_29.jpg,586,844,844,812,844,786,0,n02980441
n02980441\videogame_3.jpg,483,970,483,970,970,483,0,n02980441
n02980441\videogame_4.jpg,483,921,917,743,483,509,0,n02980441
n02980441\videogame_5.jpg,483,483,483,483,483,483,0,n02980441
n02980441\videogame_6.jpg,483,611,483,913,611,38,0,n02980441
n02980441\videogame_7.jpg,611,546,783,783,611,611,0,n02980441
n02980441\videogame_8.jpg,917,917,917,917,917,917,1,n02980441
n02980441\videogame_9.jpg,483,483,921,921,483,921,1,n02980441
n02992529\cartoon_0.jpg,754,673,754,754,673,673,0,n02992529
n02992529\cartoon_1.jpg,917,714,917,611,504,709,0,n02992529
n02992529\cartoon_10.jpg,921,464,921,917,721,626,1,n02992529
n02992529\cartoon_11.jpg,714,714,488,600,490,772,1,n02992529
n02992529\cartoon_2.jpg,916,772,916,861,916,786,1,n02992529
n02992529\cartoon_3.jpg,875,917,917,518,917,917,0,n02992529
n02992529\cartoon_4.jpg,590,800,878,826,826,709,0,n02992529
n02992529\cartoon_5.jpg,761,419,916,592,916,769,0,n02992529
n02992529\cartoon_6.jpg,917,917,917,787,917,611,0,n02992529
n02992529\cartoon_7.jpg,761,761,590,761,761,761,0,n02992529
n02992529\cartoon_8.jpg,590,487,487,798,916,916,0,n02992529
n02992529\cartoon_9.jpg,917,584,917,512,584,902,0,n02992529
n02992529\deviantart_0.jpg,643,643,399,804,643,619,0,n02992529
n02992529\deviantart_1.jpg,662,662,674,851,681,851,1,n02992529
n02992529\deviantart_2.jpg,865,775,775,723,775,808,1,n02992529
n02992529\embroidery_0.jpg,741,741,721,636,721,631,0,n02992529
n02992529\graffiti_0.jpg,844,419,674,539,419,772,1,n02992529
n02992529\graffiti_1.jpg,487,844,778,707,707,787,1,n02992529
n02992529\graffiti_2.jpg,565,565,565,565,565,800,0,n02992529
n02992529\graffiti_3.jpg,560,487,778,700,560,431,1,n02992529
n02992529\graffiti_4.jpg,424,692,860,800,860,917,1,n02992529
n02992529\graphic_0.jpg,922,922,922,922,692,549,1,n02992529
n02992529\misc_0.jpg,487,487,626,487,626,626,1,n02992529
n02992529\painting_0.jpg,487,487,707,707,487,707,1,n02992529
n02992529\painting_1.jpg,530,530,530,418,898,898,1,n02992529
n02992529\painting_2.jpg,844,487,590,851,487,530,0,n02992529
n02992529\sculpture_0.jpg,767,761,891,761,929,911,0,n02992529
n02992529\sculpture_1.jpg,524,643,643,570,413,150,0,n02992529
n02992529\sketch_0.jpg,875,772,487,772,772,772,0,n02992529
n02992529\sketch_1.jpg,590,830,729,772,605,772,0,n02992529
n02992529\sketch_10.jpg,590,507,487,590,438,507,1,n02992529
n02992529\sketch_11.jpg,840,844,863,316,748,752,1,n02992529
n02992529\sketch_12.jpg,487,487,487,851,487,487,0,n02992529
n02992529\sketch_13.jpg,772,600,600,600,600,772,0,n02992529
n02992529\sketch_14.jpg,549,646,917,714,464,917,0,n02992529
n02992529\sketch_15.jpg,559,778,778,549,438,673,0,n02992529
n02992529\sketch_16.jpg,604,559,559,843,772,559,0,n02992529
n02992529\sketch_17.jpg,844,844,487,626,507,711,0,n02992529
n02992529\sketch_18.jpg,507,590,487,590,487,921,0,n02992529
n02992529\sketch_19.jpg,754,761,590,826,530,590,0,n02992529
n02992529\sketch_2.jpg,487,487,487,487,761,487,1,n02992529
n02992529\sketch_20.jpg,487,487,487,487,487,855,0,n02992529
n02992529\sketch_21.jpg,464,918,917,892,549,918,0,n02992529
n02992529\sketch_22.jpg,844,626,844,662,844,711,0,n02992529
n02992529\sketch_23.jpg,605,830,844,760,600,487,0,n02992529
n02992529\sketch_24.jpg,111,600,600,600,600,600,0,n02992529
n02992529\sketch_25.jpg,605,999,399,681,610,457,1,n02992529
n02992529\sketch_26.jpg,487,487,791,626,626,487,1,n02992529
n02992529\sketch_27.jpg,559,729,559,662,559,600,0,n02992529
n02992529\sketch_28.jpg,729,674,674,456,464,626,0,n02992529
n02992529\sketch_3.jpg,549,549,600,673,600,772,0,n02992529
n02992529\sketch_4.jpg,844,605,844,662,600,662,0,n02992529
n02992529\sketch_5.jpg,605,844,646,626,844,844,0,n02992529
n02992529\sketch_6.jpg,787,787,892,643,111,691,1,n02992529
n02992529\sketch_7.jpg,549,419,549,549,549,797,0,n02992529
n02992529\sketch_8.jpg,487,844,844,605,530,487,0,n02992529
n02992529\sketch_9.jpg,590,650,844,662,600,600,0,n02992529
n02992529\sticker_0.jpg,761,886,637,692,792,787,0,n02992529
n02992529\sticker_1.jpg,704,704,656,704,656,737,0,n02992529
n02992529\sticker_2.jpg,707,707,480,886,480,454,1,n02992529
n02992529\sticker_3.jpg,666,462,891,792,813,748,0,n02992529
n02992529\toy_0.jpg,761,804,849,613,784,504,0,n02992529
n03124170\art_0.jpg,69,51,51,51,643,69,1,n03124170
n03124170\art_1.jpg,515,515,917,731,917,917,0,n03124170
n03124170\art_10.jpg,515,796,795,796,917,746,1,n03124170
n03124170\art_11.jpg,504,504,504,504,504,504,1,n03124170
n03124170\art_12.jpg,677,816,816,861,506,461,1,n03124170
n03124170\art_13.jpg,849,849,112,911,944,728,0,n03124170
n03124170\art_14.jpg,514,515,514,514,514,514,1,n03124170
n03124170\art_15.jpg,478,512,549,787,478,917,0,n03124170
n03124170\art_16.jpg,515,515,515,453,453,736,0,n03124170
n03124170\art_17.jpg,893,767,714,714,714,630,0,n03124170
n03124170\art_18.jpg,730,703,634,413,730,866,1,n03124170
n03124170\art_19.jpg,468,518,468,468,468,468,1,n03124170
n03124170\art_2.jpg,708,708,652,863,716,461,0,n03124170
n03124170\art_20.jpg,774,427,447,774,863,774,1,n03124170
n03124170\art_21.jpg,515,921,921,921,921,851,1,n03124170
n03124170\art_22.jpg,514,697,611,883,514,899,1,n03124170
n03124170\art_23.jpg,515,515,515,515,515,515,1,n03124170
n03124170\art_3.jpg,931,960,960,931,415,990,0,n03124170
n03124170\art_4.jpg,917,917,917,917,917,917,1,n03124170
n03124170\art_5.jpg,563,549,549,549,549,549,1,n03124170
n03124170\art_6.jpg,411,917,411,556,443,765,1,n03124170
n03124170\art_7.jpg,406,411,591,611,492,999,0,n03124170
n03124170\art_8.jpg,917,917,764,917,917,518,1,n03124170
n03124170\art_9.jpg,917,51,944,917,917,679,0,n03124170
n03124170\cartoon_0.jpg,917,710,921,921,917,746,1,n03124170
n03124170\cartoon_1.jpg,584,584,512,679,584,584,1,n03124170
n03124170\cartoon_10.jpg,515,808,875,302,808,772,1,n03124170
n03124170\cartoon_11.jpg,917,917,917,917,917,917,1,n03124170
n03124170\cartoon_12.jpg,515,696,749,843,541,541,1,n03124170
n03124170\cartoon_13.jpg,917,917,917,611,917,917,1,n03124170
n03124170\cartoon_14.jpg,917,841,841,917,917,417,1,n03124170
n03124170\cartoon_15.jpg,921,921,917,921,643,921,1,n03124170
n03124170\cartoon_16.jpg,692,917,917,692,921,921,0,n03124170
n03124170\cartoon_17.jpg,748,443,709,709,443,892,1,n03124170
n03124170\cartoon_18.jpg,652,916,568,562,601,612,0,n03124170
n03124170\cartoon_19.jpg,549,916,111,916,549,549,0,n03124170
n03124170\cartoon_2.jpg,729,729,111,600,111,729,1,n03124170
n03124170\cartoon_20.jpg,917,917,917,917,917,917,0,n03124170
n03124170\cartoon_21.jpg,770,770,546,714,917,512,0,n03124170
n03124170\cartoon_22.jpg,549,529,461,921,545,870,0,n03124170
n03124170\cartoon_23.jpg,916,916,916,723,916,852,1,n03124170
n03124170\cartoon_24.jpg,463,443,463,504,721,917,1,n03124170
n03124170\cartoon_25.jpg,917,917,917,600,917,584,0,n03124170
n03124170\cartoon_26.jpg,917,692,917,917,917,917,1,n03124170
n03124170\cartoon_27.jpg,610,796,459,459,921,512,1,n03124170
n03124170\cartoon_28.jpg,773,504,504,942,883,883,1,n03124170
n03124170\cartoon_29.jpg,917,917,917,917,917,917,1,n03124170
n03124170\cartoon_3.jpg,921,921,921,921,921,921,0,n03124170
n03124170\cartoon_30.jpg,917,746,917,917,917,917,0,n03124170
n03124170\cartoon_31.jpg,650,770,650,310,691,512,1,n03124170
n03124170\cartoon_32.jpg,921,793,617,457,452,643,0,n03124170
n03124170\cartoon_33.jpg,917,917,917,917,917,917,1,n03124170
n03124170\cartoon_34.jpg,916,916,549,549,916,916,0,n03124170
n03124170\cartoon_35.jpg,767,549,504,837,714,714,1,n03124170
n03124170\cartoon_36.jpg,539,921,917,921,917,917,1,n03124170
n03124170\cartoon_37.jpg,515,388,515,514,515,195,1,n03124170
n03124170\cartoon_38.jpg,921,549,610,883,765,679,1,n03124170
n03124170\cartoon_39.jpg,795,515,419,502,502,619,1,n03124170
n03124170\cartoon_4.jpg,917,917,643,917,917,610,0,n03124170
n03124170\cartoon_40.jpg,917,916,515,917,917,917,1,n03124170
n03124170\cartoon_41.jpg,773,773,680,680,849,710,1,n03124170
n03124170\cartoon_42.jpg,917,917,917,921,917,921,1,n03124170
n03124170\cartoon_43.jpg,917,917,917,917,917,709,0,n03124170
n03124170\cartoon_44.jpg,917,865,865,515,515,805,1,n03124170
n03124170\cartoon_45.jpg,600,470,623,470,470,840,1,n03124170
n03124170\cartoon_46.jpg,917,917,515,423,917,515,1,n03124170
n03124170\cartoon_47.jpg,917,917,619,723,892,611,1,n03124170
n03124170\cartoon_48.jpg,767,549,549,921,443,714,0,n03124170
n03124170\cartoon_49.jpg,515,515,515,361,212,701,1,n03124170
n03124170\cartoon_5.jpg,850,850,850,850,850,850,1,n03124170
n03124170\cartoon_50.jpg,549,772,674,549,549,916,0,n03124170
n03124170\cartoon_51.jpg,515,610,515,610,515,570,0,n03124170
n03124170\cartoon_52.jpg,549,916,917,549,917,549,0,n03124170
n03124170\cartoon_53.jpg,917,917,917,917,917,643,0,n03124170
n03124170\cartoon_54.jpg,444,772,772,772,111,584,1,n03124170
n03124170\cartoon_55.jpg,549,549,917,917,714,917,1,n03124170
n03124170\cartoon_56.jpg,515,652,869,917,643,494,1,n03124170
n03124170\cartoon_57.jpg,774,502,774,774,774,774,0,n03124170
n03124170\cartoon_58.jpg,549,917,597,921,512,611,1,n03124170
n03124170\cartoon_59.jpg,921,917,107,883,107,968,1,n03124170
n03124170\cartoon_6.jpg,515,515,515,643,643,550,1,n03124170
n03124170\cartoon_60.jpg,443,443,861,861,861,892,1,n03124170
n03124170\cartoon_61.jpg,600,772,714,772,772,772,0,n03124170
n03124170\cartoon_62.jpg,917,402,402,402,402,610,0,n03124170
n03124170\cartoon_63.jpg,917,917,917,600,917,494,0,n03124170
n03124170\cartoon_64.jpg,917,917,917,917,917,917,1,n03124170
n03124170\cartoon_65.jpg,549,549,921,549,549,921,1,n03124170
n03124170\cartoon_66.jpg,917,917,917,917,917,872,1,n03124170
n03124170\cartoon_67.jpg,808,808,808,903,808,903,0,n03124170
n03124170\cartoon_68.jpg,917,444,795,917,444,746,0,n03124170
n03124170\cartoon_69.jpg,515,515,719,515,719,543,1,n03124170
n03124170\cartoon_7.jpg,515,515,515,836,515,837,1,n03124170
n03124170\cartoon_70.jpg,917,917,917,917,917,917,1,n03124170
n03124170\cartoon_71.jpg,710,714,515,678,808,870,1,n03124170
n03124170\cartoon_72.jpg,808,917,917,921,921,921,0,n03124170
n03124170\cartoon_8.jpg,917,917,610,917,917,917,0,n03124170
n03124170\cartoon_9.jpg,917,714,714,518,549,673,0,n03124170
n03124170\deviantart_0.jpg,917,861,917,678,917,478,1,n03124170
n03124170\deviantart_1.jpg,593,515,808,501,917,501,1,n03124170
n03124170\deviantart_2.jpg,808,515,515,515,515,515,1,n03124170
n03124170\deviantart_3.jpg,515,515,501,515,515,433,0,n03124170
n03124170\deviantart_4.jpg,917,767,917,729,600,488,1,n03124170
n03124170\deviantart_5.jpg,917,917,917,917,917,917,1,n03124170
n03124170\deviantart_6.jpg,515,515,515,515,515,808,1,n03124170
n03124170\deviantart_7.jpg,917,515,639,917,639,752,1,n03124170
n03124170\deviantart_8.jpg,808,514,515,514,515,880,1,n03124170
n03124170\embroidery_0.jpg,591,591,591,591,591,591,0,n03124170
n03124170\embroidery_1.jpg,591,591,591,721,591,721,0,n03124170
n03124170\embroidery_2.jpg,591,741,591,741,741,643,0,n03124170
n03124170\graffiti_0.jpg,419,896,6,844,606,500,1,n03124170
n03124170\graffiti_1.jpg,515,515,808,515,515,611,1,n03124170
n03124170\graffiti_10.jpg,611,611,611,865,611,443,0,n03124170
n03124170\graffiti_11.jpg,905,905,892,905,905,890,1,n03124170
n03124170\graffiti_12.jpg,917,917,917,917,917,875,1,n03124170
n03124170\graffiti_13.jpg,562,917,565,562,562,852,1,n03124170
n03124170\graffiti_14.jpg,640,714,919,646,787,412,1,n03124170
n03124170\graffiti_15.jpg,611,611,917,917,611,611,0,n03124170
n03124170\graffiti_16.jpg,917,917,611,611,611,774,1,n03124170
n03124170\graffiti_17.jpg,496,863,917,863,643,774,1,n03124170
n03124170\graffiti_2.jpg,539,515,539,626,539,615,0,n03124170
n03124170\graffiti_3.jpg,917,917,917,917,865,433,1,n03124170
n03124170\graffiti_4.jpg,917,917,917,917,917,917,1,n03124170
n03124170\graffiti_5.jpg,519,725,519,787,492,451,1,n03124170
n03124170\graffiti_6.jpg,763,515,515,515,917,573,1,n03124170
n03124170\graffiti_7.jpg,565,917,917,770,714,770,0,n03124170
n03124170\graffiti_8.jpg,515,611,921,51,452,611,1,n03124170
n03124170\graffiti_9.jpg,921,917,921,921,917,921,1,n03124170
n03124170\graphic_0.jpg,921,429,808,710,552,701,1,n03124170
n03124170\graphic_1.jpg,916,916,917,549,916,916,1,n03124170
n03124170\graphic_2.jpg,515,515,515,515,515,515,1,n03124170
n03124170\graphic_3.jpg,638,459,638,515,459,614,1,n03124170
n03124170\graphic_4.jpg,868,464,539,611,611,917,1,n03124170
n03124170\misc_0.jpg,804,719,804,393,804,643,1,n03124170
n03124170\misc_1.jpg,514,601,568,524,601,461,1,n03124170
n03124170\misc_10.jpg,658,584,515,679,679,679,1,n03124170
n03124170\misc_11.jpg,921,515,921,921,921,917,0,n03124170
n03124170\misc_12.jpg,850,865,865,865,850,865,1,n03124170
n03124170\misc_13.jpg,804,562,600,883,600,723,0,n03124170
n03124170\misc_14.jpg,619,584,530,619,619,673,1,n03124170
n03124170\misc_15.jpg,490,655,655,474,655,490,0,n03124170
n03124170\misc_16.jpg,515,515,515,865,515,747,1,n03124170
n03124170\misc_17.jpg,600,515,488,489,677,488,1,n03124170
n03124170\misc_18.jpg,515,723,674,723,870,723,1,n03124170
n03124170\misc_2.jpg,850,846,846,588,846,516,0,n03124170
n03124170\misc_3.jpg,872,872,872,711,447,494,0,n03124170
n03124170\misc_4.jpg,773,684,643,643,773,502,1,n03124170
n03124170\misc_5.jpg,490,824,735,0,824,997,0,n03124170
n03124170\misc_6.jpg,750,741,539,921,539,741,0,n03124170
n03124170\misc_7.jpg,506,522,725,618,850,574,0,n03124170
n03124170\misc_8.jpg,808,476,808,494,515,430,1,n03124170
n03124170\misc_9.jpg,452,452,452,452,452,515,1,n03124170
n03124170\origami_0.jpg,879,879,879,879,879,835,1,n03124170
n03124170\origami_1.jpg,885,885,515,885,885,464,1,n03124170
n03124170\painting_0.jpg,515,822,515,515,515,515,1,n03124170
n03124170\painting_1.jpg,562,708,708,562,708,695,0,n03124170
n03124170\painting_10.jpg,611,611,611,611,611,611,0,n03124170
n03124170\painting_11.jpg,921,830,529,797,850,691,1,n03124170
n03124170\painting_12.jpg,515,917,652,643,643,643,0,n03124170
n03124170\painting_13.jpg,515,515,868,793,515,697,1,n03124170
n03124170\painting_14.jpg,863,892,700,406,861,857,1,n03124170
n03124170\painting_15.jpg,917,917,917,917,917,625,1,n03124170
n03124170\painting_16.jpg,539,921,358,921,560,589,0,n03124170
n03124170\painting_17.jpg,696,469,469,885,883,966,1,n03124170
n03124170\painting_18.jpg,406,406,894,894,406,868,0,n03124170
n03124170\painting_19.jpg,515,515,515,515,515,797,0,n03124170
n03124170\painting_2.jpg,514,515,652,514,514,816,0,n03124170
n03124170\painting_20.jpg,515,515,921,643,876,606,1,n03124170
n03124170\painting_21.jpg,917,917,917,917,917,917,1,n03124170
n03124170\painting_22.jpg,515,515,515,515,515,515,1,n03124170
n03124170\painting_23.jpg,917,917,591,921,917,611,1,n03124170
n03124170\painting_24.jpg,611,643,643,427,643,863,0,n03124170
n03124170\painting_25.jpg,921,921,868,921,549,808,1,n03124170
n03124170\painting_26.jpg,893,919,446,893,893,868,0,n03124170
n03124170\painting_27.jpg,921,921,921,921,643,604,0,n03124170
n03124170\painting_28.jpg,808,917,917,879,917,879,1,n03124170
n03124170\painting_29.jpg,921,515,921,643,921,619,1,n03124170
n03124170\painting_3.jpg,808,808,808,788,130,808,0,n03124170
n03124170\painting_30.jpg,417,917,417,393,767,417,0,n03124170
n03124170\painting_31.jpg,618,618,618,618,319,725,1,n03124170
n03124170\painting_32.jpg,643,903,643,643,903,903,1,n03124170
n03124170\painting_33.jpg,501,501,211,472,689,211,0,n03124170
n03124170\painting_34.jpg,921,518,921,921,983,50,1,n03124170
n03124170\painting_35.jpg,515,515,808,515,515,808,1,n03124170
n03124170\painting_36.jpg,515,515,515,529,515,443,1,n03124170
n03124170\painting_37.jpg,610,610,921,921,921,610,1,n03124170
n03124170\painting_4.jpg,921,921,921,921,921,921,0,n03124170
n03124170\painting_5.jpg,921,887,885,921,921,787,1,n03124170
n03124170\painting_6.jpg,470,604,868,816,868,594,1,n03124170
n03124170\painting_7.jpg,643,610,643,921,457,652,1,n03124170
n03124170\painting_8.jpg,665,519,917,917,665,917,1,n03124170
n03124170\painting_9.jpg,767,549,549,549,549,636,0,n03124170
n03124170\sculpture_0.jpg,808,641,643,643,643,643,1,n03124170
n03124170\sculpture_1.jpg,562,248,562,562,682,786,1,n03124170
n03124170\sculpture_10.jpg,773,611,773,855,804,73,1,n03124170
n03124170\sculpture_11.jpg,469,855,562,715,562,653,1,n03124170
n03124170\sculpture_12.jpg,410,461,708,583,704,608,0,n03124170
n03124170\sculpture_13.jpg,708,708,708,23,562,23,1,n03124170
n03124170\sculpture_2.jpg,514,410,461,524,515,36,1,n03124170
n03124170\sculpture_3.jpg,549,772,772,723,892,892,0,n03124170
n03124170\sculpture_4.jpg,708,708,708,708,708,87,1,n03124170
n03124170\sculpture_5.jpg,515,515,730,997,600,997,0,n03124170
n03124170\sculpture_6.jpg,476,808,171,171,355,746,1,n03124170
n03124170\sculpture_7.jpg,710,550,550,804,505,503,0,n03124170
n03124170\sculpture_8.jpg,916,921,808,643,643,708,1,n03124170
n03124170\sculpture_9.jpg,652,739,652,652,690,652,1,n03124170
n03124170\sketch_0.jpg,765,823,600,673,111,600,1,n03124170
n03124170\sketch_1.jpg,729,859,844,111,765,673,1,n03124170
n03124170\sketch_10.jpg,635,464,594,893,808,464,1,n03124170
n03124170\sketch_11.jpg,633,111,488,111,488,673,1,n03124170
n03124170\sketch_12.jpg,600,549,823,600,600,600,1,n03124170
n03124170\sketch_13.jpg,481,823,823,650,765,481,1,n03124170
n03124170\sketch_14.jpg,765,765,765,729,765,729,1,n03124170
n03124170\sketch_15.jpg,515,515,515,515,515,515,1,n03124170
n03124170\sketch_16.jpg,605,966,712,111,673,828,1,n03124170
n03124170\sketch_17.jpg,600,600,823,600,600,600,1,n03124170
n03124170\sketch_18.jpg,111,111,111,111,111,111,0,n03124170
n03124170\sketch_19.jpg,673,549,507,549,798,673,1,n03124170
n03124170\sketch_2.jpg,902,823,826,111,111,481,1,n03124170
n03124170\sketch_20.jpg,515,515,808,515,836,673,1,n03124170
n03124170\sketch_21.jpg,515,515,808,515,515,679,1,n03124170
n03124170\sketch_22.jpg,765,902,600,456,600,600,1,n03124170
n03124170\sketch_3.jpg,489,600,418,916,600,600,0,n03124170
n03124170\sketch_4.jpg,515,111,111,111,488,679,1,n03124170
