Item,Answer_resnet18,Answer_resnet34,Answer_resnet50,Answer_resnet101,Answer_resnet152,Answer_densenet121,Answer_densenet161,Answer_densenet169,Answer_densenet201,Answer_efficientnet_b0,Answer_efficientnet_b1,Answer_efficientnet_b2,Answer_efficientnet_b3,Answer_efficientnet_b4,Answer_vgg11,Answer_vgg13,Answer_vgg16,Answer_vgg19,Answer_mobilenet_v2,Answer_mobilenet_v3_large,Answer_mobilenet_v3_small,Answer_alexnet,Answer_shufflenet_v2_x0_5,Answer_shufflenet_v2_x1_0,Answer_squeezenet1_0,Answer_squeezenet1_1,Answer_inception_v3,True Label
n02165456\0.004097_acorn _ acorn_0.75676024.jpg,hen-of-the-woods,hen-of-the-woods,earthstar,rock crab,rock crab,hen-of-the-woods,stinkhorn,earthstar,hen-of-the-woods,hen-of-the-woods,earthstar,hen-of-the-woods,stinkhorn,stinkhorn,acorn,acorn,acorn,hen-of-the-woods,earthstar,earthstar,acorn,acorn,hen-of-the-woods,earthstar,earthstar,hen-of-the-woods,bee,acorn 
n02165456\0.004163_corn _ corn_0.8722356.jpg,American chameleon,tench,sulphur butterfly,sulphur butterfly,sulphur butterfly,ear,ear,eel,ear,green mamba,wine bottle,sulphur butterfly,tree frog,ear,lorikeet,spaghetti squash,ear,butternut squash,goldfinch,ear,sulphur butterfly,ear,eel,ear,fig,tench,ear,corn 
n02165456\0.004238_pomegranate _ pomegranate_0.9934756.jpg,pomegranate,pomegranate,ant,pomegranate,fig,fig,fig,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,fig,pomegranate,pomegranate,pomegranate,pomegranate,pomegranate,fig,pomegranate 
n02165456\0.004443_mushroom _ mushroom_0.80374753.jpg,mushroom,banana,grocery store,ear,ladybug,maraca,maraca,stone wall,clog,clog,ladybug,ladybug,ladybug,banana,ear,butternut squash,mushroom,ear,mushroom,hen-of-the-woods,banana,wooden spoon,ear,ear,hen-of-the-woods,banana,banana,mushroom 
n02165456\0.004851_pretzel _ corn_0.73294073.jpg,pineapple,sea cucumber,hen-of-the-woods,honeycomb,honeycomb,honeycomb,honeycomb,apiary,honeycomb,honeycomb,honeycomb,honeycomb,hen-of-the-woods,honeycomb,coral fungus,common iguana,starfish,tailed frog,sea cucumber,ptarmigan,leopard,honeycomb,leopard,jaguar,American alligator,ruffed grouse,box turtle,pretzel 
n02165456\0.005770_dragonfly _ dragonfly_0.8278621.jpg,fly,wolf spider,cicada,cicada,cicada,tarantula,fly,barn spider,cicada,cicada,cicada,cicada,cicada,cicada,cicada,cockroach,fly,fly,cicada,cicada,dragonfly,hermit crab,tarantula,dragonfly,ant,cockroach,long-horned beetle,dragonfly 
n02165456\0.006147_rotary dial telephone _ rotary dial telephone_0.99844426.jpg,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,switch,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,computer keyboard,remote control,remote control,computer keyboard,rotary dial telephone 
n02165456\0.006363_chain _ corn_0.87450993.jpg,Gila monster,chain,ant,ant,ant,Gila monster,earthstar,Gila monster,honeycomb,Gila monster,starfish,ant,buckeye,hip,Gila monster,spiny lobster,rotisserie,Gila monster,Gila monster,chain,chain,honeycomb,Gila monster,Gila monster,admiral,starfish,spiny lobster,chain 
n02165456\0.006494_sandal _ cello_0.5731562.jpg,seat belt,seat belt,backpack,buckle,backpack,seat belt,seat belt,seat belt,seat belt,ringneck snake,ladybug,seat belt,purse,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,ringneck snake,seat belt,seat belt,seat belt,scabbard,sandal 
n02174001\0.000001_ant _ ant_0.99983287.jpg,ant,ant,ant,ant,ant,ant,ant,ant,crayfish,ant,ant,ant,ant,ant,cockroach,cockroach,ant,ant,ant,ant,centipede,cockroach,centipede,ant,ant,cockroach,ant,ant 
n02174001\0.000965_cockroach _ cockroach_0.98356044.jpg,cockroach,cockroach,leaf beetle,leaf beetle,mitten,cockroach,cockroach,cockroach,leaf beetle,tick,cockroach,tick,tick,tick,tick,tick,cockroach,tick,cockroach,leaf beetle,tick,tick,tick,cockroach,tick,ant,tick,cockroach 
n02174001\0.001067_shovel _ chest_0.70329875.jpg,mousetrap,rhinoceros beetle,leaf beetle,cockroach,rhinoceros beetle,cockroach,cockroach,mousetrap,cockroach,cockroach,cockroach,rhinoceros beetle,leaf beetle,leaf beetle,vault,cockroach,cockroach,cockroach,bolo tie,cockroach,chain saw,barrel,hook,skunk,cockroach,cockroach,cockroach,shovel 
n02174001\0.001651_manhole cover _ manhole cover_0.47949895.jpg,honeycomb,honeycomb,honeycomb,radiator,honeycomb,honeycomb,honeycomb,honeycomb,honeycomb,cockroach,cockroach,isopod,cockroach,cockroach,space heater,grille,radiator,tick,honeycomb,honeycomb,honeycomb,honeycomb,honeycomb,honeycomb,thimble,thimble,crayfish,manhole cover 
n02174001\0.002545_banana _ banana_0.8258848.jpg,stretcher,bulletproof vest,banana,rhinoceros beetle,rhinoceros beetle,maze,banana,stretcher,toyshop,shopping basket,banana,banana,pot,banana,bow,plunger,forklift,ear,military uniform,pot,stretcher,pot,breastplate,backpack,banana,shopping basket,umbrella,banana 
n02174001\0.002933_cockroach _ cockroach_0.9994072.jpg,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,rhinoceros beetle,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,rhinoceros beetle,rhinoceros beetle,cockroach,cockroach,cockroach,cockroach,cockroach,tick,rhinoceros beetle,cockroach 
n02174001\0.003069_ant _ ant_0.976311.jpg,ant,ant,dung beetle,dung beetle,dung beetle,ant,dung beetle,ant,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,ant,ant,dung beetle,dung beetle,dung beetle,ant,ant,fiddler crab,flatworm,ant,ant,ant,dung beetle,ant 
n02174001\0.004673_baboon _ baboon_0.3894493.jpg,chimpanzee,mink,long-horned beetle,chimpanzee,cucumber,mink,platypus,spider web,shopping cart,cucumber,cucumber,chimpanzee,worm fence,squirrel monkey,howler monkey,spider web,coucal,howler monkey,toucan,coucal,barn spider,spider web,siamang,chimpanzee,howler monkey,siamang,European gallinule,baboon 
n02174001\0.005467_cockroach _ cockroach_0.99639076.jpg,cockroach,cockroach,cockroach,cockroach,leaf beetle,cockroach,cockroach,leaf beetle,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,tick,cockroach,cockroach,cockroach,cockroach,cockroach,tick,cockroach,cockroach,tick,tick,cockroach,cockroach 
n02174001\0.008700_ant _ scorpion_0.8274954.jpg,ground beetle,scorpion,dung beetle,rhinoceros beetle,ground beetle,dung beetle,cockroach,scorpion,dung beetle,dung beetle,ground beetle,ground beetle,ground beetle,leaf beetle,dung beetle,isopod,dung beetle,dung beetle,ground beetle,dung beetle,ground beetle,ant,scorpion,scorpion,scorpion,isopod,cockroach,ant 
n02174001\0.008777_ant _ ant_0.97502714.jpg,ant,ant,ant,dung beetle,acorn,ground beetle,ant,ant,buckeye,ground beetle,cockroach,ant,dung beetle,ground beetle,necklace,ground beetle,ant,necklace,ant,dung beetle,earthstar,king snake,king snake,coil,ant,ant,dung beetle,ant 
n02174001\0.013789_scorpion _ scorpion_0.90394014.jpg,chocolate sauce,chocolate sauce,leaf beetle,cockroach,dung beetle,dung beetle,scorpion,scorpion,cockroach,cockroach,dung beetle,cockroach,cockroach,mashed potato,chocolate sauce,scorpion,chocolate sauce,ground beetle,ground beetle,dung beetle,dung beetle,ground beetle,black widow,chocolate sauce,dung beetle,tick,cockroach,scorpion 
n02174001\0.023184_cockroach _ cockroach_0.99613523.jpg,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,ground beetle,cockroach,dung beetle,cockroach,cockroach,rhinoceros beetle,rhinoceros beetle,dung beetle,cockroach,cockroach,cockroach,cockroach,cockroach,ground beetle,rhinoceros beetle,rhinoceros beetle,cockroach,cockroach,cockroach,cockroach,rhinoceros beetle,cockroach 
n02174001\0.024009_cockroach _ cockroach_0.97276175.jpg,cockroach,cockroach,cockroach,cockroach,cockroach,tick,cockroach,tick,cockroach,cockroach,cockroach,cockroach,cockroach,rhinoceros beetle,cockroach,tick,cockroach,cockroach,cockroach,cockroach,tick,brambling,Cardigan,rhinoceros beetle,cockroach,cockroach,cockroach,cockroach 
n02174001\0.026982_weevil _ weevil_0.98518306.jpg,cricket,leafhopper,weevil,rhinoceros beetle,leafhopper,weevil,weevil,tick,weevil,fly,weevil,cockroach,cockroach,leafhopper,leafhopper,leafhopper,leafhopper,leafhopper,cockroach,cockroach,weevil,ant,ant,cockroach,leafhopper,leafhopper,cockroach,weevil 
n02174001\0.037952_cockroach _ cockroach_0.97231793.jpg,tick,cockroach,leaf beetle,leaf beetle,cockroach,cockroach,tick,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,tick,cockroach,cockroach,tick,cockroach,cockroach 
n02174001\0.038821_cockroach _ cockroach_0.98993593.jpg,cricket,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,fly,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach 
n02174001\0.041379_hermit crab _ hermit crab_0.8049773.jpg,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,hermit crab,dung beetle,dung beetle,fiddler crab,fiddler crab,fiddler crab,dung beetle,fiddler crab,fiddler crab,dung beetle,hermit crab 
n02174001\0.042639_armadillo _ armadillo_0.7075978.jpg,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,ant,mongoose,dung beetle,armadillo 
n02174001\0.046898_cockroach _ cockroach_0.9709179.jpg,leafhopper,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,leaf beetle,cockroach,cockroach,cockroach,leafhopper,cockroach,leafhopper,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,tick,cockroach,rhinoceros beetle,cockroach 
n02174001\0.081356_cockroach _ cockroach_0.98840386.jpg,window screen,cricket,cockroach,cockroach,cockroach,cockroach,cockroach,cockroach,tick,barn spider,cockroach,window screen,leaf beetle,barn spider,cockroach,cockroach,window screen,cockroach,cockroach,hermit crab,cricket,window screen,cockroach,window screen,window screen,cockroach,cockroach,cockroach 
n02174001\0.082063_weevil _ weevil_0.40964037.jpg,binoculars,ground beetle,ground beetle,dung beetle,dung beetle,ground beetle,ground beetle,ground beetle,ground beetle,ground beetle,dung beetle,dung beetle,ground beetle,ground beetle,necklace,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,loupe,necklace,necklace,necklace,lens cap,necklace,ground beetle,weevil 
n02174001\0.093431_cockroach _ cockroach_0.95698106.jpg,dung beetle,dung beetle,dung beetle,dung beetle,ground beetle,dung beetle,ground beetle,dung beetle,dung beetle,ground beetle,dung beetle,ground beetle,ground beetle,ground beetle,dung beetle,dung beetle,dung beetle,ground beetle,cockroach,dung beetle,cockroach,dung beetle,dung beetle,dung beetle,dung beetle,dung beetle,ground beetle,cockroach 
n02174001\0.128666_dragonfly _ dragonfly_0.726267.jpg,stinkhorn,stinkhorn,fly,ground beetle,ground beetle,stinkhorn,ground beetle,tiger beetle,ground beetle,ground beetle,ground beetle,ground beetle,ground beetle,rhinoceros beetle,fly,stinkhorn,fly,stinkhorn,fly,tiger beetle,ground beetle,ground beetle,barn spider,stinkhorn,fly,tiger beetle,rhinoceros beetle,dragonfly 
n02177972\0.001164_mushroom _ mushroom_0.8742788.JPEG,agaric,spaghetti squash,cockroach,weevil,weevil,agaric,agaric,mushroom,agaric,weevil,ant,mushroom,spaghetti squash,ant,agaric,agaric,mushroom,agaric,agaric,mushroom,mushroom,monarch,butternut squash,weevil,ladybug,mushroom,mushroom,mushroom 
n02177972\0.008063_lemon _ lemon_0.8665868.JPEG,lemon,lemon,lemon,acorn,acorn,lemon,lemon,lemon,acorn,acorn,tick,acorn,corn,Granny Smith,lemon,lemon,lemon,Granny Smith,lemon,Granny Smith,Granny Smith,lemon,Granny Smith,lemon,Granny Smith,lemon,Granny Smith,lemon 
n02177972\0.008504_scorpion _ scorpion_0.94997025.JPEG,tick,tick,tick,tick,tick,tick,tick,tick,tick,tick,tick,tick,tick,cockroach,tick,tick,tick,tick,tick,tick,cockroach,chocolate sauce,scorpion,fiddler crab,tick,chocolate sauce,fiddler crab,scorpion 
n02190166\0.000001_chain _ chain_0.9832024.jpg,hook,padlock,hook,bannister,bannister,hook,bannister,bannister,bannister,hook,hook,hook,hook,chain,eel,eel,chain,cannon,hook,hook,hook,padlock,thunder snake,eel,eel,eel,hook,chain 
n02190166\0.000002_crayfish _ crayfish_0.91449344.jpg,American lobster,American lobster,long-horned beetle,crayfish,spiny lobster,American lobster,American lobster,American lobster,tick,scorpion,American lobster,rock crab,crayfish,American lobster,American lobster,American lobster,American lobster,American lobster,crayfish,spatula,American lobster,American lobster,American lobster,knot,American lobster,scorpion,scorpion,crayfish 
n02190166\0.000002_sandal _ sandal_0.9997882.jpg,sandal,sandal,sandal,sandal,sandal,sandal,sandal,sandal,sandal,holster,ant,tick,Band Aid,Band Aid,sandal,sandal,sandal,sandal,sandal,sandal,clog,holster,hatchet,holster,sandal,holster,sandal,sandal 
n02190166\0.000006_scorpion _ scorpion_0.9922449.jpg,barn spider,barn spider,ant,ant,scorpion,scorpion,scorpion,scorpion,necklace,long-horned beetle,scorpion,barn spider,scorpion,scorpion,tick,scorpion,tick,scorpion,ant,scorpion,barn spider,scorpion,barn spider,barn spider,common newt,lacewing,fiddler crab,scorpion 
n02190166\0.000007_goblet _ goblet_0.9339981.jpg,trifle,trifle,beer glass,trifle,trifle,beer glass,trifle,trifle,beer glass,beer glass,trifle,trifle,trifle,trifle,trifle,goblet,goblet,beer glass,trifle,beer glass,trifle,goblet,trifle,trifle,pitcher,trifle,trifle,goblet 
n02190166\0.000010_digital clock _ digital clock_0.92555076.jpg,parking meter,digital watch,digital watch,stopwatch,cellular telephone,digital watch,stopwatch,stopwatch,cellular telephone,stopwatch,stopwatch,cellular telephone,stopwatch,cellular telephone,parking meter,stopwatch,stopwatch,stopwatch,digital watch,stopwatch,digital watch,odometer,digital watch,digital watch,remote control,digital watch,cellular telephone,digital clock 
n02190166\0.000021_bubble _ bubble_0.88602227.jpg,beer glass,beer glass,beer glass,beer glass,beer glass,beer glass,water jug,beer glass,beer glass,beer glass,perfume,beer glass,beer glass,beer glass,beer glass,bubble,beer glass,beer glass,beer glass,beer glass,beer glass,beer glass,beer glass,perfume,water bottle,bubble,beer glass,bubble 
n02190166\0.000023_white-headed capuchin _ white-headed capuchin_0.5739771.jpg,chainlink fence,chainlink fence,siamang,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,lawn mower,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,white-headed capuchin 
n02190166\0.000032_sea lion _ lion_0.5245085.jpg,llama,llama,gazelle,llama,llama,llama,Arabian camel,llama,meerkat,llama,llama,sea lion,llama,llama,llama,llama,llama,llama,llama,llama,marmot,llama,llama,llama,porcupine,llama,llama,sea lion 
n02190166\0.000035_jay _ jay_0.85252124.jpg,solar dish,solar dish,solar dish,umbrella,umbrella,solar dish,solar dish,solar dish,solar dish,umbrella,parachute,solar dish,jay,sleeping bag,parachute,solar dish,solar dish,parachute,solar dish,solar dish,jean,sleeping bag,killer whale,sleeping bag,parachute,parachute,parachute,jay 
n02190166\0.000037_banjo _ banjo_0.5159422.jpg,hatchet,letter opener,letter opener,letter opener,letter opener,letter opener,letter opener,letter opener,letter opener,safe,letter opener,hair slide,buckle,letter opener,can opener,can opener,chest,buckle,wolf spider,can opener,letter opener,corkscrew,can opener,letter opener,buckle,scabbard,hair slide,banjo 
n02190166\0.000038_hermit crab _ hermit crab_0.9701588.jpg,ant,ant,hermit crab,ant,ant,hermit crab,hermit crab,dung beetle,dung beetle,hermit crab,hermit crab,hermit crab,ant,ant,dung beetle,dung beetle,dung beetle,dung beetle,hermit crab,hermit crab,ant,dung beetle,Scotch terrier,dung beetle,dung beetle,French bulldog,dung beetle,hermit crab 
n02190166\0.000040_American alligator _ American alligator_0.97980964.jpg,bow tie,American alligator,Loafer,buckle,buckle,scabbard,Gila monster,backpack,alligator lizard,Loafer,alligator lizard,alligator lizard,alligator lizard,American alligator,brassiere,American alligator,buckle,sandal,chain mail,sandal,neck brace,sandal,bow tie,American chameleon,miniskirt,sombrero,American alligator,American alligator 
n02190166\0.000041_white-headed capuchin _ chain_0.3362748.jpg,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,little blue heron,chainlink fence,crutch,chainlink fence,dung beetle,chainlink fence,chainlink fence,snow leopard,lynx,chainlink fence,crutch,chainlink fence,chainlink fence,white-headed capuchin 
n02190166\0.000043_scorpion _ scorpion_0.79925346.jpg,tarantula,wolf spider,rock python,sea snake,wolf spider,nematode,nematode,wolf spider,wolf spider,scorpion,fiddler crab,common newt,scorpion,tick,wolf spider,scorpion,wolf spider,scorpion,scorpion,scorpion,barn spider,scorpion,scorpion,scorpion,scorpion,tick,scorpion,scorpion 
n02190166\0.000048_bow _ centipede_0.89216775.jpg,gar,book jacket,analog clock,doormat,analog clock,book jacket,book jacket,book jacket,book jacket,walking stick,nail,wall clock,brass,barn spider,brass,brass,gar,gar,king snake,doormat,syringe,submarine,king snake,mailbag,sea snake,brass,analog clock,bow 
n02190166\0.000048_sundial _ sundial_0.6911737.jpg,park bench,park bench,park bench,park bench,park bench,padlock,padlock,park bench,park bench,park bench,park bench,park bench,park bench,park bench,picket fence,park bench,park bench,park bench,park bench,padlock,park bench,park bench,mortarboard,padlock,park bench,assault rifle,park bench,sundial 
n02190166\0.000050_monarch butterfly _ monarch butterfly_0.76386887.jpg,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,chainlink fence,long-horned beetle,chainlink fence,chainlink fence,black and gold garden spider,chainlink fence,chainlink fence,chainlink fence,knot,hornbill,monarch butterfly 
n02190166\0.000058_hot dog _ hot dog_0.96785945.jpg,potpie,French loaf,hotdog,French loaf,tick,hotdog,French loaf,French loaf,French loaf,hotdog,tick,potpie,potpie,French loaf,bagel,bagel,French loaf,potpie,French loaf,French loaf,French loaf,French loaf,French loaf,French loaf,bagel,French loaf,ant,hot dog 
n02190166\0.000064_tarantula _ scorpion_0.99672854.jpg,agama,wolf spider,scorpion,agama,scorpion,scorpion,agama,scorpion,scorpion,ant,scorpion,agama,ant,agama,banded gecko,agama,agama,agama,scorpion,wolf spider,black widow,dough,cliff,agama,cliff,ant,American chameleon,tarantula 
