Item,Answer resnet50,Answer densenet121,Answer efficientnet_b0,Answer vgg16,Answer mobilenet_v3_large,Answer alexnet,True Label
n03180011\sketch_19.JPEG,527,527,527,527,527,527,n03180011
n03180011\sketch_2.JPEG,646,646,527,674,729,481,n03180011
n03180011\sketch_20.JPEG,711,711,711,559,626,711,n03180011
n03180011\sketch_21.JPEG,549,800,559,559,559,559,n03180011
n03180011\sketch_22.JPEG,508,527,742,916,916,742,n03180011
n03180011\sketch_23.JPEG,646,674,527,681,527,626,n03180011
n03180011\sketch_24.JPEG,868,464,729,674,729,487,n03180011
n03180011\sketch_25.JPEG,868,446,527,877,875,877,n03180011
n03180011\sketch_26.JPEG,527,527,527,527,527,527,n03180011
n03180011\sketch_27.JPEG,527,527,527,527,527,688,n03180011
n03180011\sketch_28.JPEG,610,714,844,714,549,692,n03180011
n03180011\sketch_29.JPEG,527,527,527,681,487,477,n03180011
n03180011\sketch_3.JPEG,646,464,646,527,464,530,n03180011
n03180011\sketch_30.JPEG,916,605,916,681,549,681,n03180011
n03180011\sketch_31.JPEG,527,526,527,526,527,446,n03180011
n03180011\sketch_32.JPEG,646,549,868,916,549,916,n03180011
n03180011\sketch_33.JPEG,646,646,527,674,600,481,n03180011
n03180011\sketch_34.JPEG,646,464,646,527,559,530,n03180011
n03180011\sketch_35.JPEG,549,600,559,600,872,559,n03180011
n03180011\sketch_36.JPEG,549,916,549,549,549,919,n03180011
n03180011\sketch_37.JPEG,646,646,646,673,729,605,n03180011
n03180011\sketch_38.JPEG,646,409,892,549,851,527,n03180011
n03180011\sketch_39.JPEG,646,646,600,674,600,481,n03180011
n03180011\sketch_4.JPEG,549,600,844,600,872,559,n03180011
n03180011\sketch_40.JPEG,527,550,527,527,527,513,n03180011
n03180011\sketch_41.JPEG,409,409,527,527,527,681,n03180011
n03180011\sketch_42.JPEG,916,916,527,527,527,527,n03180011
n03180011\sketch_43.JPEG,559,527,729,790,559,729,n03180011
n03180011\sketch_44.JPEG,549,813,613,916,613,650,n03180011
n03180011\sketch_45.JPEG,646,674,527,729,527,772,n03180011
n03180011\sketch_46.JPEG,646,527,507,662,527,527,n03180011
n03180011\sketch_47.JPEG,508,527,527,527,527,527,n03180011
n03180011\sketch_48.JPEG,527,464,527,688,559,688,n03180011
n03180011\sketch_49.JPEG,508,527,527,527,527,620,n03180011
n03180011\sketch_5.JPEG,549,916,549,549,549,919,n03180011
n03180011\sketch_50.JPEG,527,527,527,527,688,527,n03180011
n03180011\sketch_6.JPEG,646,646,646,673,916,605,n03180011
n03180011\sketch_7.JPEG,646,409,844,549,632,681,n03180011
n03180011\sketch_8.JPEG,646,464,702,527,600,481,n03180011
n03180011\sketch_9.JPEG,527,527,527,527,859,550,n03180011
n03187595\sketch_0.JPEG,549,528,528,673,610,409,n03187595
n03187595\sketch_1.JPEG,549,592,714,673,549,549,n03187595
n03187595\sketch_10.JPEG,528,528,528,528,528,902,n03187595
n03187595\sketch_11.JPEG,528,528,528,528,528,868,n03187595
n03187595\sketch_12.JPEG,549,549,549,761,549,549,n03187595
n03187595\sketch_13.JPEG,528,528,528,528,528,695,n03187595
n03187595\sketch_14.JPEG,868,646,528,711,528,451,n03187595
n03187595\sketch_15.JPEG,528,528,711,711,528,451,n03187595
n03187595\sketch_16.JPEG,528,528,528,528,414,545,n03187595
n03187595\sketch_17.JPEG,528,528,528,528,917,566,n03187595
n03187595\sketch_18.JPEG,610,746,610,787,461,545,n03187595
n03187595\sketch_19.JPEG,528,528,528,528,528,556,n03187595
n03187595\sketch_2.JPEG,549,549,549,549,549,549,n03187595
n03187595\sketch_20.JPEG,528,528,528,528,528,528,n03187595
n03187595\sketch_21.JPEG,528,528,528,528,528,535,n03187595
n03187595\sketch_22.JPEG,528,528,528,691,528,528,n03187595
n03187595\sketch_23.JPEG,528,528,528,528,528,566,n03187595
n03187595\sketch_24.JPEG,646,535,528,528,528,592,n03187595
n03187595\sketch_25.JPEG,892,759,528,528,528,759,n03187595
n03187595\sketch_26.JPEG,528,528,528,528,528,464,n03187595
n03187595\sketch_27.JPEG,528,528,528,464,528,464,n03187595
n03187595\sketch_28.JPEG,646,528,528,528,528,577,n03187595
n03187595\sketch_29.JPEG,528,528,528,528,528,528,n03187595
n03187595\sketch_3.JPEG,528,528,528,545,613,823,n03187595
n03187595\sketch_30.JPEG,772,528,600,494,786,917,n03187595
n03187595\sketch_31.JPEG,528,528,464,528,528,823,n03187595
n03187595\sketch_32.JPEG,646,714,549,761,549,592,n03187595
n03187595\sketch_33.JPEG,813,714,714,761,813,714,n03187595
n03187595\sketch_34.JPEG,528,528,711,729,528,545,n03187595
n03187595\sketch_35.JPEG,916,646,610,528,823,556,n03187595
n03187595\sketch_36.JPEG,528,528,528,528,528,528,n03187595
n03187595\sketch_37.JPEG,528,528,528,545,545,828,n03187595
n03187595\sketch_38.JPEG,528,528,528,545,566,451,n03187595
n03187595\sketch_39.JPEG,464,878,611,451,549,922,n03187595
n03187595\sketch_4.JPEG,528,528,528,464,528,464,n03187595
n03187595\sketch_40.JPEG,504,746,968,610,545,584,n03187595
n03187595\sketch_41.JPEG,528,528,528,528,546,464,n03187595
n03187595\sketch_42.JPEG,549,528,528,528,610,772,n03187595
n03187595\sketch_43.JPEG,549,592,714,673,549,673,n03187595
n03187595\sketch_44.JPEG,549,916,549,549,549,549,n03187595
n03187595\sketch_45.JPEG,528,528,528,545,613,827,n03187595
n03187595\sketch_46.JPEG,528,528,528,528,528,464,n03187595
n03187595\sketch_47.JPEG,916,507,916,761,549,714,n03187595
n03187595\sketch_48.JPEG,528,528,528,711,528,772,n03187595
n03187595\sketch_49.JPEG,528,528,528,528,528,464,n03187595
n03187595\sketch_5.JPEG,916,507,916,761,549,549,n03187595
n03187595\sketch_50.JPEG,610,539,549,556,549,584,n03187595
n03187595\sketch_6.JPEG,528,528,528,528,528,902,n03187595
n03187595\sketch_7.JPEG,528,528,528,528,826,464,n03187595
n03187595\sketch_8.JPEG,610,539,549,556,549,772,n03187595
n03187595\sketch_9.JPEG,646,646,646,646,640,549,n03187595
n03188531\sketch_0.JPEG,549,772,610,600,761,828,n03188531
n03188531\sketch_1.JPEG,504,518,678,518,463,827,n03188531
n03188531\sketch_10.JPEG,646,549,600,111,610,828,n03188531
n03188531\sketch_11.JPEG,790,600,968,600,600,481,n03188531
n03188531\sketch_12.JPEG,801,464,916,673,650,772,n03188531
n03188531\sketch_13.JPEG,626,600,968,676,504,772,n03188531
n03188531\sketch_14.JPEG,823,836,765,836,765,516,n03188531
n03188531\sketch_15.JPEG,917,643,729,619,804,729,n03188531
n03188531\sketch_16.JPEG,801,438,643,673,622,600,n03188531
n03188531\sketch_17.JPEG,572,968,787,647,999,828,n03188531
n03188531\sketch_18.JPEG,549,917,917,549,549,549,n03188531
n03188531\sketch_19.JPEG,600,464,861,464,464,545,n03188531
n03188531\sketch_2.JPEG,646,549,600,111,610,828,n03188531
n03188531\sketch_20.JPEG,916,560,916,823,826,481,n03188531
n03188531\sketch_21.JPEG,549,772,610,600,600,513,n03188531
n03188531\sketch_22.JPEG,504,518,678,518,463,827,n03188531
n03188531\sketch_23.JPEG,646,646,111,111,610,828,n03188531
n03188531\sketch_24.JPEG,461,529,883,597,461,968,n03188531
n03188531\sketch_25.JPEG,676,765,559,765,765,765,n03188531
n03188531\sketch_26.JPEG,646,968,464,78,746,714,n03188531
n03188531\sketch_27.JPEG,646,464,844,549,626,600,n03188531
n03188531\sketch_28.JPEG,111,111,111,711,712,714,n03188531
n03188531\sketch_29.JPEG,549,549,549,549,549,549,n03188531
n03188531\sketch_3.JPEG,461,596,883,597,461,725,n03188531
n03188531\sketch_30.JPEG,968,916,488,111,673,714,n03188531
n03188531\sketch_31.JPEG,646,646,111,111,610,828,n03188531
n03188531\sketch_32.JPEG,790,600,560,600,600,767,n03188531
n03188531\sketch_33.JPEG,801,464,916,823,650,772,n03188531
n03188531\sketch_34.JPEG,643,600,968,600,504,769,n03188531
n03188531\sketch_35.JPEG,870,836,765,836,703,676,n03188531
n03188531\sketch_36.JPEG,611,643,729,619,804,729,n03188531
n03188531\sketch_37.JPEG,549,487,475,673,610,600,n03188531
n03188531\sketch_38.JPEG,572,572,787,647,999,828,n03188531
n03188531\sketch_39.JPEG,549,549,917,549,549,549,n03188531
n03188531\sketch_4.JPEG,676,765,559,765,559,765,n03188531
n03188531\sketch_40.JPEG,464,596,861,464,678,545,n03188531
n03188531\sketch_41.JPEG,650,560,916,823,826,481,n03188531
n03188531\sketch_42.JPEG,549,600,674,549,600,828,n03188531
n03188531\sketch_43.JPEG,916,518,678,837,636,600,n03188531
n03188531\sketch_44.JPEG,646,549,111,111,610,673,n03188531
n03188531\sketch_45.JPEG,596,596,596,597,596,414,n03188531
n03188531\sketch_46.JPEG,836,765,559,765,559,481,n03188531
n03188531\sketch_47.JPEG,714,714,464,714,443,684,n03188531
n03188531\sketch_48.JPEG,646,626,831,549,746,729,n03188531
n03188531\sketch_49.JPEG,673,111,111,673,691,673,n03188531
n03188531\sketch_5.JPEG,646,714,464,78,746,714,n03188531
n03188531\sketch_50.JPEG,549,549,549,549,549,488,n03188531
n03188531\sketch_6.JPEG,549,464,844,549,626,600,n03188531
n03188531\sketch_7.JPEG,111,551,111,712,712,647,n03188531
n03188531\sketch_8.JPEG,549,549,549,549,549,549,n03188531
n03188531\sketch_9.JPEG,968,916,488,111,673,714,n03188531
n03196217\sketch_0.JPEG,919,530,530,674,530,530,n03196217
n03196217\sketch_1.JPEG,530,530,530,549,549,530,n03196217
n03196217\sketch_10.JPEG,530,530,826,530,530,826,n03196217
n03196217\sketch_11.JPEG,438,778,530,707,530,530,n03196217
n03196217\sketch_12.JPEG,530,919,530,530,530,919,n03196217
n03196217\sketch_13.JPEG,530,530,530,530,530,677,n03196217
n03196217\sketch_14.JPEG,790,531,531,530,531,530,n03196217
n03196217\sketch_15.JPEG,530,530,530,530,530,409,n03196217
n03196217\sketch_16.JPEG,530,530,530,530,530,530,n03196217
n03196217\sketch_17.JPEG,530,530,530,530,530,826,n03196217
n03196217\sketch_18.JPEG,530,530,464,790,754,530,n03196217
n03196217\sketch_19.JPEG,530,826,530,826,826,922,n03196217
n03196217\sketch_2.JPEG,530,530,530,530,530,826,n03196217
n03196217\sketch_20.JPEG,633,559,559,481,746,559,n03196217
n03196217\sketch_21.JPEG,530,530,530,530,826,826,n03196217
n03196217\sketch_22.JPEG,530,530,530,530,530,826,n03196217
n03196217\sketch_23.JPEG,530,530,530,530,530,826,n03196217
n03196217\sketch_24.JPEG,530,791,464,791,549,826,n03196217
n03196217\sketch_25.JPEG,868,464,477,859,464,530,n03196217
n03196217\sketch_26.JPEG,530,530,746,823,530,530,n03196217
n03196217\sketch_27.JPEG,530,530,530,778,530,530,n03196217
n03196217\sketch_28.JPEG,530,530,530,464,401,765,n03196217
n03196217\sketch_29.JPEG,530,530,530,530,549,800,n03196217
n03196217\sketch_3.JPEG,530,530,826,530,530,826,n03196217
n03196217\sketch_30.JPEG,530,530,530,530,530,826,n03196217
n03196217\sketch_31.JPEG,530,530,530,674,530,530,n03196217
n03196217\sketch_32.JPEG,530,530,530,673,549,530,n03196217
n03196217\sketch_33.JPEG,530,530,530,530,530,826,n03196217
n03196217\sketch_34.JPEG,530,530,826,530,530,826,n03196217
n03196217\sketch_35.JPEG,530,530,530,530,530,530,n03196217
n03196217\sketch_36.JPEG,530,530,826,530,530,826,n03196217
n03196217\sketch_37.JPEG,646,464,530,530,398,530,n03196217
n03196217\sketch_38.JPEG,646,566,530,772,530,530,n03196217
n03196217\sketch_39.JPEG,530,530,530,530,530,826,n03196217
n03196217\sketch_4.JPEG,530,530,530,530,530,530,n03196217
n03196217\sketch_40.JPEG,464,464,464,464,464,827,n03196217
n03196217\sketch_41.JPEG,530,530,826,530,530,826,n03196217
n03196217\sketch_42.JPEG,438,507,530,778,530,530,n03196217
n03196217\sketch_43.JPEG,530,919,530,530,530,919,n03196217
n03196217\sketch_44.JPEG,530,530,530,530,530,584,n03196217
n03196217\sketch_45.JPEG,790,464,531,530,531,530,n03196217
n03196217\sketch_46.JPEG,530,530,530,530,530,409,n03196217
n03196217\sketch_47.JPEG,530,767,530,530,530,530,n03196217
n03196217\sketch_48.JPEG,530,530,530,530,530,826,n03196217
n03196217\sketch_49.JPEG,646,464,464,530,791,530,n03196217
n03196217\sketch_5.JPEG,530,530,826,530,826,826,n03196217
n03196217\sketch_50.JPEG,530,826,530,826,826,481,n03196217
n03196217\sketch_6.JPEG,464,646,398,790,398,531,n03196217
n03196217\sketch_7.JPEG,646,464,530,772,530,530,n03196217
n03196217\sketch_8.JPEG,530,530,530,530,530,826,n03196217
n03196217\sketch_9.JPEG,464,464,464,464,464,530,n03196217
n03197337\sketch_0.JPEG,968,767,111,883,566,968,n03197337
n03197337\sketch_1.JPEG,893,464,464,902,893,902,n03197337
n03197337\sketch_10.JPEG,549,464,844,600,549,826,n03197337
n03197337\sketch_11.JPEG,487,530,507,530,530,530,n03197337
n03197337\sketch_12.JPEG,844,464,844,600,844,826,n03197337
n03197337\sketch_13.JPEG,530,916,844,761,549,826,n03197337
n03197337\sketch_14.JPEG,530,826,826,778,826,826,n03197337
n03197337\sketch_15.JPEG,761,507,530,778,549,530,n03197337
n03197337\sketch_16.JPEG,674,464,844,772,844,559,n03197337
n03197337\sketch_17.JPEG,844,859,844,837,742,409,n03197337
n03197337\sketch_18.JPEG,549,916,844,549,549,826,n03197337
n03197337\sketch_19.JPEG,761,898,531,531,531,676,n03197337
n03197337\sketch_2.JPEG,531,531,531,531,111,531,n03197337
n03197337\sketch_20.JPEG,767,111,111,883,917,719,n03197337
n03197337\sketch_21.JPEG,902,464,464,676,464,902,n03197337
n03197337\sketch_22.JPEG,528,531,531,531,111,111,n03197337
n03197337\sketch_23.JPEG,531,530,531,531,531,626,n03197337
n03197337\sketch_24.JPEG,531,531,531,531,531,507,n03197337
n03197337\sketch_25.JPEG,772,932,855,549,566,488,n03197337
n03197337\sketch_26.JPEG,692,692,542,692,610,610,n03197337
n03197337\sketch_27.JPEG,531,531,531,531,531,635,n03197337
n03197337\sketch_28.JPEG,633,489,600,456,823,481,n03197337
n03197337\sketch_29.JPEG,646,464,507,398,507,729,n03197337
n03197337\sketch_3.JPEG,531,531,531,531,531,711,n03197337
n03197337\sketch_30.JPEG,549,464,844,600,549,530,n03197337
n03197337\sketch_31.JPEG,559,531,507,530,530,530,n03197337
n03197337\sketch_32.JPEG,844,464,844,600,844,826,n03197337
n03197337\sketch_33.JPEG,549,916,844,761,549,826,n03197337
n03197337\sketch_34.JPEG,530,826,826,778,826,826,n03197337
n03197337\sketch_35.JPEG,761,507,530,778,549,530,n03197337
n03197337\sketch_36.JPEG,674,674,844,772,844,559,n03197337
n03197337\sketch_37.JPEG,592,740,844,438,742,844,n03197337
n03197337\sketch_38.JPEG,549,916,844,549,549,487,n03197337
n03197337\sketch_39.JPEG,761,898,531,531,531,676,n03197337
n03197337\sketch_4.JPEG,531,531,531,531,531,507,n03197337
n03197337\sketch_40.JPEG,968,767,111,883,591,679,n03197337
n03197337\sketch_41.JPEG,893,464,464,559,464,902,n03197337
n03197337\sketch_42.JPEG,826,531,531,531,531,773,n03197337
n03197337\sketch_43.JPEG,531,674,531,531,531,790,n03197337
n03197337\sketch_44.JPEG,531,531,531,531,531,531,n03197337
n03197337\sketch_45.JPEG,772,767,855,446,566,783,n03197337
n03197337\sketch_46.JPEG,418,692,692,692,610,610,n03197337
n03197337\sketch_47.JPEG,531,531,531,531,409,545,n03197337
n03197337\sketch_48.JPEG,916,714,633,674,746,481,n03197337
n03197337\sketch_49.JPEG,646,464,507,398,530,729,n03197337
n03197337\sketch_5.JPEG,772,932,855,446,878,794,n03197337
n03197337\sketch_50.JPEG,844,772,844,507,549,826,n03197337
n03197337\sketch_6.JPEG,692,692,542,692,610,610,n03197337
n03197337\sketch_7.JPEG,531,531,531,531,531,635,n03197337
n03197337\sketch_8.JPEG,633,489,600,545,746,600,n03197337
n03197337\sketch_9.JPEG,646,464,507,398,507,729,n03197337
n03201208\sketch_0.JPEG,729,526,526,526,549,729,n03201208
n03201208\sketch_1.JPEG,729,729,729,729,702,729,n03201208
n03201208\sketch_10.JPEG,532,559,559,532,755,572,n03201208
n03201208\sketch_11.JPEG,549,600,646,549,646,559,n03201208
n03201208\sketch_12.JPEG,677,532,646,729,559,559,n03201208
n03201208\sketch_13.JPEG,532,532,532,532,532,513,n03201208
n03201208\sketch_14.JPEG,532,916,488,532,549,532,n03201208
n03201208\sketch_15.JPEG,532,532,532,532,532,532,n03201208
n03201208\sketch_16.JPEG,646,875,896,532,646,729,n03201208
n03201208\sketch_17.JPEG,646,646,894,789,564,765,n03201208
n03201208\sketch_18.JPEG,868,549,610,79,610,729,n03201208
n03201208\sketch_19.JPEG,532,532,532,532,532,532,n03201208
n03201208\sketch_2.JPEG,646,494,646,677,646,559,n03201208
n03201208\sketch_20.JPEG,549,772,868,600,549,559,n03201208
n03201208\sketch_21.JPEG,646,498,421,789,421,791,n03201208
n03201208\sketch_22.JPEG,729,526,526,526,549,729,n03201208
n03201208\sketch_23.JPEG,646,646,646,565,877,729,n03201208
n03201208\sketch_24.JPEG,532,600,610,532,532,513,n03201208
n03201208\sketch_25.JPEG,610,711,844,549,644,516,n03201208
n03201208\sketch_26.JPEG,646,646,549,532,549,513,n03201208
n03201208\sketch_27.JPEG,646,868,646,883,646,513,n03201208
n03201208\sketch_28.JPEG,549,549,646,549,917,549,n03201208
n03201208\sketch_29.JPEG,541,896,846,532,541,725,n03201208
n03201208\sketch_3.JPEG,532,584,610,532,532,559,n03201208
n03201208\sketch_30.JPEG,532,451,559,532,532,559,n03201208
n03201208\sketch_31.JPEG,610,591,610,610,610,968,n03201208
n03201208\sketch_32.JPEG,532,532,532,532,532,559,n03201208
n03201208\sketch_33.JPEG,646,646,646,532,421,729,n03201208
n03201208\sketch_34.JPEG,559,917,921,532,559,513,n03201208
n03201208\sketch_35.JPEG,559,559,559,559,559,559,n03201208
n03201208\sketch_36.JPEG,532,423,423,532,438,512,n03201208
n03201208\sketch_37.JPEG,532,532,532,532,532,711,n03201208
n03201208\sketch_38.JPEG,791,791,791,729,580,791,n03201208
n03201208\sketch_39.JPEG,729,729,729,729,559,729,n03201208
n03201208\sketch_4.JPEG,532,532,532,532,532,513,n03201208
n03201208\sketch_40.JPEG,532,650,729,532,610,559,n03201208
n03201208\sketch_41.JPEG,646,526,877,526,877,729,n03201208
n03201208\sketch_42.JPEG,916,916,549,916,549,917,n03201208
n03201208\sketch_43.JPEG,532,559,791,729,532,559,n03201208
n03201208\sketch_44.JPEG,918,532,646,532,532,513,n03201208
n03201208\sketch_45.JPEG,831,765,421,765,765,729,n03201208
n03201208\sketch_46.JPEG,868,646,841,532,610,772,n03201208
n03201208\sketch_47.JPEG,918,791,765,794,765,918,n03201208
n03201208\sketch_48.JPEG,868,729,765,600,464,772,n03201208
n03201208\sketch_49.JPEG,646,646,729,729,729,729,n03201208
n03201208\sketch_5.JPEG,532,532,532,532,559,559,n03201208
n03201208\sketch_6.JPEG,646,917,646,556,917,729,n03201208
n03201208\sketch_7.JPEG,868,611,917,868,917,513,n03201208
n03201208\sketch_8.JPEG,532,765,532,532,772,516,n03201208
n03201208\sketch_9.JPEG,729,506,868,729,504,513,n03201208
n03207743\sketch_0.JPEG,434,459,921,650,459,566,n03207743
n03207743\sketch_1.JPEG,549,111,549,549,549,729,n03207743
n03207743\sketch_10.JPEG,533,533,893,533,893,588,n03207743
n03207743\sketch_11.JPEG,911,533,533,824,533,658,n03207743
n03207743\sketch_12.JPEG,434,591,591,911,533,815,n03207743
n03207743\sketch_13.JPEG,868,499,505,600,559,438,n03207743
n03207743\sketch_14.JPEG,434,778,778,893,434,778,n03207743
n03207743\sketch_15.JPEG,533,533,434,533,533,658,n03207743
n03207743\sketch_16.JPEG,549,446,549,911,911,721,n03207743
n03207743\sketch_17.JPEG,549,813,813,559,549,769,n03207743
n03207743\sketch_18.JPEG,824,697,823,650,459,457,n03207743
n03207743\sketch_19.JPEG,549,549,618,549,549,729,n03207743
n03207743\sketch_2.JPEG,778,674,893,674,681,626,n03207743
n03207743\sketch_20.JPEG,778,674,807,674,681,626,n03207743
n03207743\sketch_21.JPEG,457,506,906,912,506,677,n03207743
n03207743\sketch_22.JPEG,434,591,591,591,591,434,n03207743
n03207743\sketch_23.JPEG,549,549,549,549,446,446,n03207743
n03207743\sketch_24.JPEG,549,549,729,303,772,584,n03207743
n03207743\sketch_25.JPEG,911,434,778,911,529,615,n03207743
n03207743\sketch_26.JPEG,434,434,434,911,434,434,n03207743
n03207743\sketch_27.JPEG,533,911,533,533,533,658,n03207743
n03207743\sketch_28.JPEG,533,533,893,533,893,911,n03207743
n03207743\sketch_29.JPEG,911,533,533,824,533,658,n03207743
n03207743\sketch_3.JPEG,457,783,906,506,677,677,n03207743
n03207743\sketch_30.JPEG,434,591,591,434,36,815,n03207743
n03207743\sketch_31.JPEG,729,499,792,600,559,438,n03207743
n03207743\sketch_32.JPEG,434,591,778,592,434,778,n03207743
n03207743\sketch_33.JPEG,533,533,434,533,533,658,n03207743
n03207743\sketch_34.JPEG,549,610,911,911,911,721,n03207743
n03207743\sketch_35.JPEG,813,813,813,559,549,494,n03207743
n03207743\sketch_36.JPEG,515,793,515,445,452,457,n03207743
n03207743\sketch_37.JPEG,549,111,549,549,549,729,n03207743
n03207743\sketch_38.JPEG,778,807,807,868,549,626,n03207743
n03207743\sketch_39.JPEG,699,559,906,699,677,499,n03207743
n03207743\sketch_4.JPEG,591,591,591,462,591,434,n03207743
n03207743\sketch_40.JPEG,591,591,591,591,591,434,n03207743
n03207743\sketch_41.JPEG,549,549,549,549,921,921,n03207743
n03207743\sketch_42.JPEG,549,549,488,488,584,584,n03207743
n03207743\sketch_43.JPEG,615,615,529,911,529,662,n03207743
n03207743\sketch_44.JPEG,434,434,434,434,533,893,n03207743
n03207743\sketch_45.JPEG,533,533,452,796,533,658,n03207743
n03207743\sketch_46.JPEG,893,533,893,533,893,588,n03207743
n03207743\sketch_47.JPEG,658,658,533,452,533,658,n03207743
n03207743\sketch_48.JPEG,434,591,591,750,533,840,n03207743
n03207743\sketch_49.JPEG,559,464,477,600,559,559,n03207743
n03207743\sketch_5.JPEG,549,549,549,549,904,921,n03207743
n03207743\sketch_50.JPEG,591,700,778,551,893,623,n03207743
n03207743\sketch_6.JPEG,549,549,729,488,772,584,n03207743
n03207743\sketch_7.JPEG,529,434,778,615,529,615,n03207743
n03207743\sketch_8.JPEG,434,434,434,434,434,434,n03207743
